iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
1,29,尾巴比腿短，脖子比头长。,"[[0.0, 0.0, 1.0, -1.0], [1.0, -1.0, 0.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,30,腿和尾巴差不多长，脖子比头长。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],['腿和尾巴差不多长']
1,31,腿比尾巴短，脖子比头长。,"[[0.0, 0.0, -1.0, 1.0], [1.0, -1.0, 0.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,32,腿和躯干差不多，头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],['腿和躯干差不多']
1,33,腿和躯干差不多，头比脖子长。,"[[-1.0, 1.0, 0.0, 0.0]]",[0.0],1,['comparison'],['腿和躯干差不多']
1,34,腿长，头和脖子短，尾巴长。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, -0.5, -0.5, 0.5]",4,"['general_case', 'general_case', 'general_case']",[]
1,35,腿短 尾巴次之，脖子、头最长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",4,"['general_case', 'general_case']",[]
1,36,腿短，尾巴次之，脖子、头长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.5]",3,"['general_case', 'general_case']",['尾巴次之']
1,37,腿短，脖子、尾巴最长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5, 0.5]",3,"['general_case', 'general_case']",[]
1,38,腿比较长，头在躯干以下。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头在躯干以下']
1,39,腿比较长，头在躯干以上，尾巴最长。,"[[0.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0]]","[0.5, 0.0, 0.0, 0.0]",4,"['general_case', 'superlative']",['头在躯干以上']
1,40,头在躯干以上，腿长，尾巴短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",['头在躯干以上']
1,41,腿长，头在躯干以下，尾巴长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",['头在躯干以下']
1,42,腿长，头在躯干以下，脖子、尾巴长。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5]",3,"['general_case', 'general_case']",['头在躯干以下']
1,43,腿短，脖子比腿短，尾巴短。,"[[0.0, 0.0, -1.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, 0.0, -0.5]",3,"['general_case', 'comparison', 'general_case']",[]
1,44,腿长，尾巴长，头和脖子短。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, 0.5, -0.5, -0.5]",4,"['general_case', 'general_case', 'general_case']",[]
1,45,腿长，尾巴长，头比脖子长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [-1.0, 1.0, 0.0, 0.0]]","[0.5, 0.5, 0.0]",3,"['general_case', 'general_case', 'comparison']",[]
1,46,腿短，头在躯干以上，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",['头在躯干以上']
1,47,头在躯干以下，尾巴和腿差不多。,[],[],0,[],"['头在躯干以下', '尾巴和腿差不多']"
1,48,腿比较短，头在躯干以下。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],['头在躯干以下']
1,49,头比躯干低，头较长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,50,头比躯干高，头较短。,"[[0.0, -1.0, 0.0, 0.0]]",[-0.5],1,['general_case'],['头比躯干高']
1,51,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,52,腿短，头比躯干高。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],['头比躯干高']
1,53,腿长，头比躯干高。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干高']
1,54,腿长，头和躯干一样高。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头和躯干一样高']
1,55,腿长，头比躯干高。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干高']
1,56,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,57,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,58,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,59,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,60,腿短，头比躯干高。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],['头比躯干高']
1,61,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,62,腿短，头比躯干高。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],['头比躯干高']
1,63,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,64,腿长，头比躯干低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比躯干低']
1,65,头比尾巴长，头比躯干低。,"[[0.0, 1.0, 0.0, -1.0]]",[0.0],1,['comparison'],['头比躯干低']
1,66,腿比尾巴短，头比躯干高。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],['头比躯干高']
1,67,腿长，脖子长。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,68,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,69,腿短，头长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,70,腿长，头比脖子低。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比脖子低']
1,71,腿长，头比脖子高。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['头比脖子高']
1,72,腿比尾巴长，头比脖子长。,"[[0.0, 0.0, 1.0, -1.0], [-1.0, 1.0, 0.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,73,腿比尾巴短，头比脖子长。,"[[0.0, 0.0, -1.0, 1.0], [-1.0, 1.0, 0.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,74,腿比脖子长。,"[[-1.0, 0.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,75,腿比尾巴短，头比脖子短。,"[[0.0, 0.0, -1.0, 1.0], [1.0, -1.0, 0.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,76,腿比尾巴长，头比脖子长。,"[[0.0, 0.0, 1.0, -1.0], [-1.0, 1.0, 0.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,77,朝左，脖子短，头短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",['朝左']
1,78,朝右，脖子长，尾巴长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",['朝右']
1,79,朝左，头短。,"[[0.0, -1.0, 0.0, 0.0]]",[-0.5],1,['general_case'],['朝左']
1,80,朝左。,[],[],0,[],['朝左']
1,81,朝右。,[],[],0,[],['朝右']
1,82,朝右。,[],[],0,[],['朝右']
1,83,朝右。,[],[],0,[],['朝右']
1,84,朝右。,[],[],0,[],['朝右']
1,85,尾巴长，头短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,86,腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,87,尾巴比头长，脖子比腿长。,"[[0.0, -1.0, 0.0, 1.0], [1.0, 0.0, -1.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,88,脖子和腿长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,89,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,90,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,91,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,92,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,93,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,94,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,95,脖子长，头和腿差不多。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],['头和腿差不多']
1,96,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,97,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,98,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,99,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,100,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,101,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,102,脖子长，头长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,103,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,104,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,105,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,106,脖子和腿长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,107,脖子和头长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,108,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,109,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,110,脖子长，头短。,"[[1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,111,尾巴长，腿长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,112,脖子长，腿长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,113,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,114,脖子和头差不多长，尾巴和脖子差不多长。,[],[],0,[],"['脖子和头差不多长', '尾巴和脖子差不多长']"
1,115,尾巴长，其他短。,"[[-1.0, 0.0, 0.0, 0.0], [0.0, -1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, -0.5, -0.5, 0.5]",4,['exclusion'],[]
1,116,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,117,头比躯干高，尾巴比脖子长。,"[[-1.0, 0.0, 0.0, 1.0]]",[0.0],1,['comparison'],['头比躯干高']
1,118,,[],[],0,[],[]
1,119,尾巴长，头比躯干高。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],['头比躯干高']
1,120,尾巴长，头比躯干高。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],['头比躯干高']
1,121,,[],[],0,[],[]
1,122,尾巴长，头在躯干和腿之间。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],['头在躯干和腿之间']
1,123,尾巴长，头短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,124,头短，腿长。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,125,腿比尾巴短，头在躯干以下。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],['头在躯干以下']
1,126,腿比尾巴短，头在躯干以下。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],['头在躯干以下']
1,127,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,128,腿比较短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,129,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,130,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,131,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,132,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,133,腿短，尾巴长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,134,腿长，脖子长。,"[[0.0, 0.0, 1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,135,头长，尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,136,头短，脖子长。,"[[0.0, -1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,137,尾巴长，头长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,138,腿短，脖子长。,"[[0.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,139,,[],[],0,[],[]
1,140,头长，腿长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,141,头长，腿长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,142,头长，尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,143,头长，尾巴短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,144,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,145,头比脖子长，腿长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.0, 0.5]",2,"['comparison', 'general_case']",[]
1,146,头比脖子长，腿长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.0, 0.5]",2,"['comparison', 'general_case']",[]
1,147,头较长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,148,脖子长。,"[[1.0, 0.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,149,腿和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,150,腿和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,151,尾巴和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,152,腿和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,153,腿和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,154,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,155,腿和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,156,腿和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,['general_case'],[]
1,157,尾巴和头长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,158,尾巴和脖子长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,['general_case'],[]
1,159,尾巴短，脖子长。,"[[0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,160,尾巴和躯干一样长。,[],[],0,[],['尾巴和躯干一样长']
1,161,腿长，尾巴长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,162,头长，尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,163,头长，尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,164,头长，脖子长。,"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,165,头短，尾巴短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
